instant_days,dteday,season_days,yr_days,mnth_days,holiday_days,weekday_days,workingday_days,weathersit_days,temp_days,atemp_days,hum_days,windspeed_days,casual_days,registered_days,cnt_days,instant_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,hum_hourly,casual_hourly,registered_hourly,cnt_hourly
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,13,0,1,12,0,6,0,1,0.77,29,55,84
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,14,0,1,13,0,6,0,2,0.72,47,47,94
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,15,0,1,14,0,6,0,2,0.72,35,71,106
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,16,0,1,15,0,6,0,2,0.77,40,70,110
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,17,0,1,16,0,6,0,2,0.82,41,52,93
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,18,0,1,17,0,6,0,2,0.82,15,52,67
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,19,0,1,18,0,6,0,3,0.88,9,26,35
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,20,0,1,19,0,6,0,3,0.88,6,31,37
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,21,0,1,20,0,6,0,2,0.87,11,25,36
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,22,0,1,21,0,6,0,2,0.87,3,31,34
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,23,0,1,22,0,6,0,2,0.94,11,17,28
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,24,0,1,23,0,6,0,2,0.88,15,24,39
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,25,0,1,0,0,0,0,2,0.88,4,13,17
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,26,0,1,1,0,0,0,2,0.94,1,16,17
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,27,0,1,2,0,0,0,2,1.0,1,8,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,28,0,1,3,0,0,0,2,0.94,2,4,6
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,29,0,1,4,0,0,0,2,0.94,2,1,3
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,30,0,1,6,0,0,0,3,0.77,0,2,2
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,31,0,1,7,0,0,0,2,0.76,0,1,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,32,0,1,8,0,0,0,3,0.71,0,8,8
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,33,0,1,9,0,0,0,2,0.76,1,19,20
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,34,0,1,10,0,0,0,2,0.81,7,46,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,35,0,1,11,0,0,0,2,0.71,16,54,70
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,36,0,1,12,0,0,0,2,0.66,20,73,93
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,37,0,1,13,0,0,0,2,0.66,11,64,75
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,38,0,1,14,0,0,0,3,0.76,4,55,59
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,39,0,1,15,0,0,0,3,0.81,19,55,74
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,40,0,1,16,0,0,0,3,0.71,9,67,76
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,41,0,1,17,0,0,0,1,0.57,7,58,65
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,42,0,1,18,0,0,0,2,0.46,10,43,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,43,0,1,19,0,0,0,1,0.42,1,29,30
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,44,0,1,20,0,0,0,1,0.39,5,17,22
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,45,0,1,21,0,0,0,1,0.44,11,20,31
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,46,0,1,22,0,0,0,1,0.44,0,9,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,47,0,1,23,0,0,0,1,0.47,0,8,8
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,0,1,0,0,1,1,1,0.44,0,5,5
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,0,1,1,0,1,1,1,0.44,0,2,2
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,0,1,4,0,1,1,1,0.47,0,1,1
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,0,1,5,0,1,1,1,0.47,0,3,3
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,0,1,6,0,1,1,1,0.5,0,30,30
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,0,1,7,0,1,1,1,0.5,1,63,64
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,0,1,8,0,1,1,1,0.5,1,153,154
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,0,1,9,0,1,1,1,0.43,7,81,88
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,0,1,10,0,1,1,1,0.43,11,33,44
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,0,1,11,0,1,1,1,0.4,10,41,51
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,0,1,12,0,1,1,1,0.35,13,48,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,0,1,13,0,1,1,1,0.35,8,53,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,0,1,14,0,1,1,1,0.3,11,66,77
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,0,1,15,0,1,1,1,0.3,14,58,72
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,0,1,16,0,1,1,1,0.3,9,67,76
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,0,1,17,0,1,1,1,0.3,11,146,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,0,1,18,0,1,1,1,0.32,9,148,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,0,1,19,0,1,1,1,0.47,8,102,110
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,0,1,20,0,1,1,1,0.47,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,0,1,21,0,1,1,1,0.64,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,0,1,22,0,1,1,1,0.69,0,20,20
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,0,1,23,0,1,1,1,0.55,1,11,12
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,0,1,0,0,2,1,1,0.55,0,5,5
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,0,1,1,0,2,1,1,0.59,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,0,1,2,0,2,1,1,0.63,0,1,1
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,0,1,4,0,2,1,1,0.63,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,0,1,5,0,2,1,1,0.68,0,4,4
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,0,1,6,0,2,1,1,0.74,0,36,36
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,0,1,7,0,2,1,1,0.74,2,92,94
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,0,1,8,0,2,1,1,0.69,2,177,179
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,0,1,9,0,2,1,1,0.64,2,98,100
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,0,1,10,0,2,1,2,0.69,5,37,42
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,0,1,11,0,2,1,1,0.51,7,50,57
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,0,1,12,0,2,1,1,0.51,12,66,78
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,0,1,13,0,2,1,1,0.56,18,79,97
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,0,1,14,0,2,1,1,0.52,9,54,63
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,0,1,15,0,2,1,1,0.52,17,48,65
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,0,1,16,0,2,1,1,0.49,15,68,83
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,0,1,17,0,2,1,1,0.48,10,202,212
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,0,1,18,0,2,1,1,0.48,3,179,182
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,0,1,19,0,2,1,1,0.48,2,110,112
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,0,1,20,0,2,1,1,0.48,1,53,54
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,0,1,21,0,2,1,1,0.64,0,48,48
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,0,1,22,0,2,1,1,0.64,1,34,35
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,0,1,23,0,2,1,1,0.69,2,9,11
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,0,1,0,0,3,1,1,0.64,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,0,1,1,0,3,1,1,0.74,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,0,1,2,0,3,1,1,0.74,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,0,1,4,0,3,1,1,0.48,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,0,1,5,0,3,1,1,0.47,0,3,3
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,0,1,6,0,3,1,1,0.47,0,33,33
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,0,1,7,0,3,1,1,0.43,1,87,88
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,0,1,8,0,3,1,1,0.4,3,192,195
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,0,1,9,0,3,1,1,0.37,6,109,115
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,0,1,10,0,3,1,1,0.37,4,53,57
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,0,1,11,0,3,1,1,0.33,12,34,46
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,0,1,12,0,3,1,1,0.33,5,74,79
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,0,1,13,0,3,1,1,0.3,6,65,71
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,0,1,14,0,3,1,1,0.28,10,52,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,0,1,15,0,3,1,1,0.28,7,55,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,0,1,16,0,3,1,1,0.28,4,85,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,109,0,1,17,0,3,1,1,0.38,4,186,190
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,110,0,1,18,0,3,1,1,0.38,3,166,169
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,111,0,1,19,0,3,1,1,0.38,5,127,132
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,112,0,1,20,0,3,1,1,0.47,7,82,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,113,0,1,21,0,3,1,1,0.51,3,40,43
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,114,0,1,22,0,3,1,1,0.55,1,41,42
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,115,0,1,23,0,3,1,1,0.47,1,18,19
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,116,0,1,0,0,4,1,1,0.55,0,11,11
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,117,0,1,1,0,4,1,1,0.64,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,118,0,1,2,0,4,1,1,0.64,0,2,2
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,119,0,1,4,0,4,1,2,0.64,0,1,1
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,120,0,1,5,0,4,1,2,0.69,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,121,0,1,6,0,4,1,2,0.63,0,36,36
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,122,0,1,7,0,4,1,2,0.59,0,95,95
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,123,0,1,8,0,4,1,1,0.59,3,216,219
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,124,0,1,9,0,4,1,2,0.51,6,116,122
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,125,0,1,10,0,4,1,1,0.47,3,42,45
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,126,0,1,11,0,4,1,1,0.44,2,57,59
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,127,0,1,12,0,4,1,1,0.35,6,78,84
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,128,0,1,13,0,4,1,1,0.35,12,55,67
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,129,0,1,14,0,4,1,1,0.36,11,59,70
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,130,0,1,15,0,4,1,1,0.36,8,54,62
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,131,0,1,16,0,4,1,1,0.38,12,74,86
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,132,0,1,17,0,4,1,1,0.51,9,163,172
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,133,0,1,18,0,4,1,1,0.51,5,158,163
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,134,0,1,19,0,4,1,1,0.55,3,109,112
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,135,0,1,20,0,4,1,1,0.51,3,66,69
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,136,0,1,21,0,4,1,2,0.55,0,48,48
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,137,0,1,22,0,4,1,2,0.51,1,51,52
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,138,0,1,23,0,4,1,2,0.59,4,19,23
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,139,0,1,0,0,5,1,2,0.64,4,13,17
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,140,0,1,1,0,5,1,2,0.69,2,5,7
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,141,0,1,2,0,5,1,2,0.69,0,1,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,142,0,1,4,0,5,1,2,0.69,0,1,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,143,0,1,5,0,5,1,3,0.55,0,5,5
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,144,0,1,6,0,5,1,2,0.69,8,26,34
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,145,0,1,7,0,5,1,1,0.69,8,76,84
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,146,0,1,8,0,5,1,1,0.51,20,190,210
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,147,0,1,9,0,5,1,1,0.47,9,125,134
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,148,0,1,10,0,5,1,1,0.37,16,47,63
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,149,0,1,11,0,5,1,2,0.4,19,48,67
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,150,0,1,12,0,5,1,2,0.37,9,50,59
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,151,0,1,13,0,5,1,2,0.37,9,64,73
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,152,0,1,14,0,5,1,2,0.4,7,43,50
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,153,0,1,15,0,5,1,2,0.37,9,63,72
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,154,0,1,16,0,5,1,2,0.37,5,82,87
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,155,0,1,17,0,5,1,2,0.37,9,178,187
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,156,0,1,18,0,5,1,1,0.4,7,116,123
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,157,0,1,19,0,5,1,1,0.55,3,92,95
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,158,0,1,20,0,5,1,1,0.47,1,50,51
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,159,0,1,21,0,5,1,1,0.47,0,39,39
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,160,0,1,22,0,5,1,2,0.43,2,34,36
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,161,0,1,23,0,5,1,2,0.51,1,14,15
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,162,0,1,0,0,6,0,2,0.51,1,24,25
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,163,0,1,1,0,6,0,2,0.55,1,15,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,164,0,1,2,0,6,0,2,0.55,3,13,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,165,0,1,3,0,6,0,3,0.55,0,7,7
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,166,0,1,4,0,6,0,3,0.55,0,1,1
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,167,0,1,5,0,6,0,2,0.74,0,5,5
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,168,0,1,6,0,6,0,2,0.74,0,2,2
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,169,0,1,7,0,6,0,2,0.74,1,8,9
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,170,0,1,8,0,6,0,3,0.93,0,15,15
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,171,0,1,9,0,6,0,3,0.93,0,20,20
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,172,0,1,10,0,6,0,2,0.8,5,56,61
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,173,0,1,11,0,6,0,2,0.69,2,60,62
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,174,0,1,12,0,6,0,2,0.59,8,90,98
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,175,0,1,13,0,6,0,1,0.44,7,95,102
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,176,0,1,14,0,6,0,1,0.32,12,83,95
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,177,0,1,15,0,6,0,1,0.32,5,69,74
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,178,0,1,16,0,6,0,1,0.29,8,68,76
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,179,0,1,17,0,6,0,1,0.37,5,64,69
